School Name,District,Location Code,Latitude,Longitude,Grades,Grade Low,Grade High,Community School?,Zip,Economic Need Index,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Collaborative Teachers %,Supportive Environment %,Effective School Leadership %,Strong Family-Community Ties %,Trust %,Average ELA Proficiency,Average Math Proficiency,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent White,Grade 3 ELA - All Students Tested,Grade 3 Math - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 Math 4s - All Students,Grade 3 ELA 4s - Limited English Proficient,Grade 3 Math 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math 4s - Economically Disadvantaged,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 ELA 4s - Black or African American,Grade 3 Math 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 Math 4s - Hispanic or Latino,Grade 3 ELA 4s - White,Grade 3 Math 4s - White,Grade 4 ELA - All Students Tested,Grade 4 Math - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 Math 4s - All Students,Grade 4 ELA 4s - Limited English Proficient,Grade 4 Math 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math 4s - Economically Disadvantaged,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 ELA 4s - Black or African American,Grade 4 Math 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 Math 4s - Hispanic or Latino,Grade 4 ELA 4s - White,Grade 4 Math 4s - White,Grade 5 ELA - All Students Tested,Grade 5 Math - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 Math 4s - All Students,Grade 5 ELA 4s - Limited English Proficient,Grade 5 Math 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math 4s - Economically Disadvantaged,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 ELA 4s - Black or African American,Grade 5 Math 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 Math 4s - Hispanic or Latino,Grade 5 ELA 4s - White,Grade 5 Math 4s - White,Grade 6 ELA - All Students Tested,Grade 6 Math - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 Math 4s - All Students,Grade 6 ELA 4s - Limited English Proficient,Grade 6 Math 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math 4s - Economically Disadvantaged,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 ELA 4s - Black or African American,Grade 6 Math 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 Math 4s - Hispanic or Latino,Grade 6 ELA 4s - White,Grade 6 Math 4s - White,Grade 7 ELA - All Students Tested,Grade 7 Math - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 Math 4s - All Students,Grade 7 ELA 4s - Limited English Proficient,Grade 7 Math 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math 4s - Economically Disadvantaged,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 ELA 4s - Black or African American,Grade 7 Math 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 Math 4s - Hispanic or Latino,Grade 7 ELA 4s - White,Grade 7 Math 4s - White,Grade 8 ELA - All Students Tested,Grade 8 Math - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 Math 4s - All Students,Grade 8 ELA 4s - Limited English Proficient,Grade 8 Math 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math 4s - Economically Disadvantaged,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 ELA 4s - Black or African American,Grade 8 Math 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 Math 4s - Hispanic or Latino,Grade 8 ELA 4s - White,Grade 8 Math 4s - White
P.S. 306 ETHAN ALLEN,19,19K306,40.655260999999996,-73.88633399999999,"PK,0K,01,02,03,04,05,06,07,08",PK,08,Yes,11207,0.875,86.0,57.0,85.0,68.0,78.0,50.0,81.0,75.0,2.12,2.04,3.0,1.0,74.0,23.0,1.0,59.0,61.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,64.0,66.0,4.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,64.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,40.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,52.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
ESSENCE SCHOOL,19,19K311,40.662265000000005,-73.894749,"06,07,08",06,08,Yes,11207,0.7829999999999999,90.0,31.0,83.0,96.0,78.0,91.0,84.0,92.0,1.95,1.9,21.0,4.0,69.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I.S. 364 GATEWAY,19,19K364,40.646471000000005,-73.881132,"06,07,08",06,08,No,11239,0.669,92.0,30.0,81.0,85.0,82.0,80.0,77.0,87.0,2.49,2.3,2.0,2.0,69.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,96.0,7.0,3.0,0.0,0.0,7.0,2.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,103.0,103.0,4.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,96.0,66.0,13.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,7.0,1.0,4.0,0.0,0.0,0.0
ACADEMY FOR YOUNG WRITERS,19,19K404,40.6573,-73.874138,"06,07,08,09,10,11,12",06,12,Yes,11208,0.705,90.0,39.0,71.0,85.0,78.0,87.0,75.0,92.0,2.16,1.98,1.0,1.0,72.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,5.0,4.0,0.0,0.0,5.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,65.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAST NEW YORK FAMILY ACADEMY,19,19K409,40.661208,-73.886779,"06,07,08,09,10,11,12",06,12,No,11207,0.716,95.0,8.0,87.0,85.0,80.0,84.0,71.0,90.0,2.61,2.74,3.0,2.0,65.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,67.0,68.0,6.0,9.0,0.0,0.0,2.0,6.0,0.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,67.0,67.0,6.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0
SPRING CREEK COMMUNITY SCHOOL,19,19K422,40.6573,-73.874138,"06,07,08,09,10,11,12",06,12,Yes,11208,0.777,91.0,31.0,88.0,96.0,85.0,94.0,77.0,93.0,2.27,2.1,3.0,1.0,72.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,71.0,4.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,19,19K452,40.646745,-73.881849,"06,07,08",06,08,No,11239,0.64,95.0,14.0,89.0,95.0,85.0,91.0,84.0,96.0,2.72,2.63,2.0,5.0,72.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,107.0,13.0,18.0,0.0,0.0,10.0,15.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,99.0,99.0,6.0,5.0,0.0,0.0,3.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,97.0,97.0,13.0,19.0,0.0,0.0,8.0,14.0,3.0,1.0,7.0,10.0,3.0,8.0,0.0,0.0
VAN SICLEN COMMUNITY MIDDLE SCHOOL,19,19K654,40.659637,-73.885597,"06,07,08",06,08,No,11207,0.78,90.0,33.0,86.0,96.0,83.0,93.0,80.0,95.0,1.96,1.95,14.0,2.0,68.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,76.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,110.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VISTA ACADEMY,19,19K661,40.676982,-73.883838,"06,07,08",06,08,No,11208,0.812,93.0,24.0,74.0,73.0,89.0,74.0,77.0,79.0,2.22,2.45,11.0,4.0,27.0,66.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,114.0,7.0,11.0,0.0,0.0,4.0,8.0,0.0,0.0,1.0,2.0,5.0,8.0,0.0,0.0,111.0,111.0,11.0,6.0,0.0,0.0,10.0,6.0,0.0,2.0,1.0,0.0,10.0,3.0,0.0,0.0,114.0,118.0,4.0,8.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0
LIBERTY AVENUE MIDDLE SCHOOL,19,19K662,40.676982,-73.883838,"06,07,08",06,08,No,11208,0.823,92.0,31.0,91.0,97.0,94.0,94.0,78.0,97.0,2.32,2.31,20.0,5.0,24.0,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,127.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,126.0,142.0,5.0,5.0,0.0,0.0,5.0,4.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,133.0,108.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
SCHOOL OF THE FUTURE BROOKLYN,19,19K663,40.665557,-73.89764100000001,"06,07,08",06,08,No,11207,0.8909999999999999,94.0,16.0,88.0,97.0,83.0,94.0,85.0,93.0,2.19,2.2,4.0,2.0,64.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,19,19K678,40.669568,-73.879189,"06,07,08",06,08,No,11208,0.845,92.0,32.0,86.0,96.0,93.0,91.0,83.0,96.0,2.19,2.07,5.0,4.0,59.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,85.0,86.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,84.0,85.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIGHLAND PARK COMMUNITY SCHOOL,19,19K760,40.685840999999996,-73.869429,"06,07,08",06,08,No,11208,0.818,91.0,43.0,87.0,92.0,85.0,87.0,74.0,91.0,2.34,2.14,13.0,2.0,17.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,98.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,101.0,102.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P.S./I.S. 30 MARY WHITE OVINGTON,20,20K030,40.633733,-74.02422,"06,07,08",06,08,No,11209,0.6509999999999999,95.0,13.0,87.0,88.0,87.0,81.0,76.0,90.0,2.71,2.81,26.0,20.0,2.0,30.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,118.0,25.0,36.0,0.0,3.0,20.0,30.0,0.0,0.0,0.0,0.0,5.0,6.0,16.0,15.0,130.0,132.0,22.0,16.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,2.0,5.0,16.0,7.0,144.0,147.0,34.0,20.0,0.0,0.0,22.0,13.0,0.0,0.0,0.0,0.0,6.0,3.0,21.0,10.0
J.H.S. 062 DITMAS,20,20K062,40.638574,-73.97124000000001,"06,07,08",06,08,No,11218,0.741,95.0,12.0,89.0,90.0,87.0,84.0,74.0,92.0,2.41,2.46,22.0,31.0,24.0,31.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,303.0,31.0,46.0,0.0,1.0,23.0,39.0,17.0,26.0,9.0,9.0,3.0,6.0,0.0,0.0,300.0,324.0,14.0,27.0,0.0,0.0,10.0,25.0,6.0,12.0,3.0,5.0,3.0,4.0,0.0,6.0,332.0,345.0,29.0,26.0,0.0,1.0,26.0,23.0,12.0,17.0,3.0,2.0,10.0,3.0,0.0,0.0
P.S./I.S. 104 THE FORT HAMILTON SCHOOL,20,20K104,40.618025,-74.028588,"0K,01,02,03,04,05,06,07,08",0K,08,No,11209,0.523,96.0,10.0,92.0,93.0,86.0,85.0,78.0,93.0,2.82,3.09,9.0,22.0,3.0,25.0,47.0,135.0,136.0,25.0,59.0,0.0,0.0,6.0,20.0,12.0,21.0,1.0,2.0,3.0,9.0,7.0,23.0,122.0,123.0,33.0,52.0,0.0,0.0,17.0,30.0,14.0,20.0,0.0,0.0,6.0,9.0,11.0,21.0,112.0,113.0,12.0,29.0,0.0,0.0,5.0,19.0,4.0,12.0,0.0,0.0,1.0,5.0,6.0,11.0,165.0,170.0,35.0,43.0,0.0,1.0,24.0,26.0,11.0,14.0,0.0,0.0,4.0,4.0,18.0,23.0,152.0,157.0,20.0,31.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,0.0,3.0,8.0,12.0,17.0,151.0,153.0,24.0,23.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,7.0,2.0,11.0,16.0
P.S. 163 BATH BEACH,20,20K163,40.606594,-74.007612,"PK,0K,01,02,03,04,05",PK,05,No,11214,0.655,96.0,12.0,95.0,97.0,94.0,90.0,83.0,96.0,2.69,3.07,17.0,29.0,1.0,32.0,38.0,70.0,72.0,4.0,11.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,64.0,65.0,13.0,13.0,0.0,1.0,11.0,12.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,4.0,90.0,92.0,10.0,17.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,86.0,90.0,26.0,38.0,0.0,1.0,18.0,27.0,6.0,20.0,0.0,0.0,6.0,8.0,14.0,10.0,66.0,70.0,9.0,10.0,0.0,0.0,8.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,68.0,68.0,2.0,19.0,0.0,0.0,1.0,12.0,1.0,8.0,0.0,0.0,0.0,4.0,1.0,7.0
THE SEEALL ACADEMY,20,20K180,40.62659,-73.989464,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,11204,0.706,97.0,9.0,93.0,94.0,86.0,89.0,80.0,93.0,2.74,3.03,23.0,43.0,1.0,28.0,27.0,81.0,84.0,4.0,18.0,0.0,1.0,3.0,16.0,3.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,89.0,93.0,22.0,17.0,0.0,0.0,17.0,12.0,9.0,10.0,0.0,0.0,0.0,0.0,4.0,3.0,86.0,87.0,9.0,21.0,0.0,0.0,8.0,19.0,4.0,12.0,0.0,0.0,0.0,0.0,4.0,7.0,178.0,178.0,35.0,79.0,0.0,2.0,26.0,67.0,26.0,62.0,0.0,0.0,5.0,6.0,4.0,11.0,161.0,162.0,20.0,54.0,0.0,0.0,20.0,54.0,14.0,45.0,0.0,0.0,0.0,0.0,3.0,5.0,151.0,121.0,22.0,13.0,0.0,0.0,19.0,10.0,13.0,8.0,0.0,0.0,0.0,0.0,3.0,3.0
THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,20,20K187,40.627846999999996,-74.004003,"06,07,08",06,08,No,11219,0.48,98.0,2.0,92.0,91.0,92.0,90.0,76.0,93.0,3.83,4.19,2.0,69.0,1.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,279.0,225.0,261.0,0.0,0.0,140.0,167.0,167.0,194.0,0.0,0.0,0.0,0.0,50.0,58.0,324.0,324.0,226.0,304.0,0.0,0.0,121.0,166.0,154.0,206.0,0.0,0.0,0.0,0.0,61.0,83.0,344.0,339.0,261.0,312.0,0.0,0.0,159.0,196.0,203.0,246.0,0.0,0.0,0.0,0.0,55.0,59.0
P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,20,20K192,40.628989000000004,-73.979862,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,11204,0.8,94.0,16.0,90.0,89.0,89.0,78.0,81.0,90.0,2.46,2.59,30.0,20.0,2.0,52.0,26.0,63.0,65.0,8.0,10.0,0.0,0.0,5.0,6.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,6.0,65.0,68.0,11.0,8.0,1.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,6.0,5.0,4.0,2.0,69.0,70.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,65.0,66.0,11.0,14.0,0.0,1.0,9.0,13.0,3.0,3.0,0.0,0.0,5.0,7.0,0.0,0.0,47.0,47.0,2.0,8.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,53.0,53.0,11.0,13.0,0.0,0.0,8.0,8.0,5.0,7.0,0.0,0.0,4.0,3.0,2.0,3.0
J.H.S. 201 THE DYKER HEIGHTS,20,20K201,40.618745000000004,-74.01331,"06,07,08",06,08,No,11228,0.5579999999999999,97.0,7.0,92.0,94.0,88.0,87.0,70.0,94.0,3.13,3.36,8.0,46.0,0.0,14.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,500.0,168.0,228.0,0.0,2.0,118.0,160.0,103.0,157.0,0.0,0.0,11.0,13.0,53.0,55.0,476.0,486.0,102.0,214.0,1.0,4.0,67.0,150.0,59.0,146.0,0.0,0.0,0.0,0.0,35.0,57.0,430.0,347.0,121.0,71.0,0.0,2.0,86.0,58.0,68.0,54.0,0.0,0.0,6.0,4.0,47.0,13.0
J.H.S. 220 JOHN J. PERSHING,20,20K220,40.640772999999996,-74.00080799999999,"06,07,08",06,08,No,11220,0.828,95.0,12.0,83.0,80.0,82.0,77.0,67.0,87.0,2.42,2.81,33.0,49.0,1.0,44.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,473.0,49.0,101.0,1.0,25.0,33.0,64.0,33.0,86.0,0.0,0.0,11.0,12.0,5.0,3.0,423.0,437.0,28.0,105.0,0.0,28.0,24.0,79.0,15.0,88.0,0.0,0.0,9.0,15.0,0.0,0.0,395.0,410.0,30.0,124.0,0.0,33.0,18.0,79.0,15.0,97.0,1.0,1.0,9.0,18.0,5.0,8.0
J.H.S. 223 THE MONTAUK,20,20K223,40.634787,-73.98163100000001,"06,07,08",06,08,No,11204,0.792,96.0,12.0,85.0,88.0,86.0,82.0,72.0,90.0,2.43,2.89,31.0,61.0,4.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,304.0,39.0,88.0,1.0,17.0,36.0,83.0,30.0,78.0,0.0,0.0,6.0,7.0,1.0,0.0,291.0,307.0,13.0,71.0,0.0,9.0,13.0,67.0,12.0,62.0,0.0,1.0,1.0,2.0,0.0,6.0,294.0,312.0,18.0,73.0,0.0,13.0,17.0,68.0,12.0,62.0,2.0,1.0,4.0,4.0,0.0,6.0
